BearCode,Date,tbl_Bears_Sex,Born,AQual,VisitAge,NumCubs,ABearCodeListX
X11040,1989-09-10,F,1988,KNOWN,1,0,"X11039 (ADULT   F), X11041 (YRLG   F)"
X11040,1993-09-03,F,1988,KNOWN,5,0,
X11040,1995-03-10,F,1988,KNOWN,7,2,"X11804 (COY   F), X11805 (COY   F)"
X11040,1999-03-04,F,1988,KNOWN,11,2,"X19143 (COY   F), X19144 (COY   M)"
X11040,2005-10-04,F,1988,KNOWN,17,2,"X32465 (YRLG   F), X32466 (YRLG   M)"
X11041,1988-10-06,F,1988,KNOWN,0,0,"X11039 (ADULT   F), X11040 (COY   F)"
X11041,1989-09-10,F,1988,KNOWN,1,0,"X11039 (ADULT   F), X11040 (YRLG   F)"
X11041,1990-10-23,F,1988,KNOWN,2,0,
X11041,1993-03-19,F,1988,KNOWN,5,2,"X11954 (COY   F), X11955 (COY   F)"
X11041,1993-08-22,F,1988,KNOWN,5,0,
X11041,1996-08-31,F,1988,KNOWN,8,0,
X11041,1997-08-29,F,1988,KNOWN,9,2,"X12613 (COY   M), X12614 (COY   M)"
X11041,2012-09-15,F,1988,KNOWN,24,0,
X11042,1988-10-06,M,1980,TOOTH,8,0,
X11042,1995-09-13,M,1980,TOOTH,15,0,
X11042,1997-11-18,M,1980,TOOTH,17,0,
X11043,1989-03-08,F,1989,KNOWN,0,0,"X09097 (ADULT   F), X11044 (COY   F)"
X11044,1989-03-08,F,1989,KNOWN,0,0,"X09097 (ADULT   F), X11043 (COY   F)"
X11044,1989-09-19,F,1989,KNOWN,0,0,X09097 (ADULT   F)
X11044,1990-11-10,F,1989,KNOWN,1,0,
X11044,1990-09-16,F,1989,KNOWN,1,0,X09097 (ADULT   F)
X11045,1989-03-09,M,1989,KNOWN,0,0,"X05506 (ADULT   F), X11046 (COY   M), X11047 (COY   M)"
X11046,1989-03-09,M,1989,KNOWN,0,0,"X05506 (ADULT   F), X11045 (COY   M), X11047 (COY   M)"
X11047,1989-03-09,M,1989,KNOWN,0,0,"X05506 (ADULT   F), X11045 (COY   M), X11046 (COY   M)"
X11048,1989-03-11,F,1989,KNOWN,0,0,"X05564 (ADULT   F), X11049 (COY   F)"
X11048,1989-09-18,F,1989,KNOWN,0,0,"X05564 (ADULT   F), X11049 (COY   F)"
X11049,1989-03-11,F,1989,KNOWN,0,0,"X05564 (ADULT   F), X11048 (COY   F)"
X11049,1989-09-18,F,1989,KNOWN,0,0,"X05564 (ADULT   F), X11048 (COY   F)"
X11049,1990-09-16,F,1989,KNOWN,1,0,X05564 (ADULT   F)
X11049,1991-11-01,F,1989,KNOWN,2,0,
X11050,1989-10-10,F,1982,DERIVE,7,0,
X11050,1989-03-09,F,1982,TOOTH,7,2,"X11051 (COY   F), X11052 (COY   M)"
X11050,1989-09-24,F,1982,DERIVE,7,0,
X11050,1990-09-13,F,1982,TOOTH,8,0,
X11050,1992-08-25,F,1982,TOOTH,10,2,"X11620 (YRLG   F), X11621 (YRLG   F)"
X11050,2005-09-30,F,1982,DERIVE,23,1,X32462 (COY   M)
X11051,1989-03-09,F,1989,KNOWN,0,0,"X11050 (ADULT   F), X11052 (COY   M)"
X11052,1989-03-09,M,1989,KNOWN,0,0,"X11050 (ADULT   F), X11051 (COY   F)"
X11054,1989-03-11,M,1989,KNOWN,0,0,"X09034 (ADULT   F), X11055 (COY   M)"
X11055,1989-03-11,M,1989,KNOWN,0,0,"X09034 (ADULT   F), X11054 (COY   M)"
X11057,1989-03-11,M,1989,KNOWN,0,0,"X09746 (ADULT   F), X11058 (COY   M), X11059 (COY   F)"
X11058,1989-03-11,M,1989,KNOWN,0,0,"X09746 (ADULT   F), X11057 (COY   M), X11059 (COY   F)"
X11059,1989-03-11,F,1989,KNOWN,0,0,"X09746 (ADULT   F), X11057 (COY   M), X11058 (COY   M)"
X11060,1989-09-08,M,1979,TOOTH,10,0,
X11060,1992-09-10,M,1979,TOOTH,13,0,
X11060,1999-11-04,M,1979,DERIVE,20,0,
X11061,1989-09-08,M,1977,TOOTH,12,0,
X11063,1989-09-08,M,1989,KNOWN,0,0,"X09328 (ADULT   F), X11064 (COY   M)"
X11063,1992-11-01,M,1989,KNOWN,3,0,
X11064,1989-09-08,M,1989,KNOWN,0,0,"X09328 (ADULT   F), X11063 (COY   M)"
X11064,1991-09-07,M,1989,KNOWN,2,0,
X11064,1992-09-09,M,1989,KNOWN,3,0,
X11064,1993-08-29,M,1989,KNOWN,4,0,
X11064,1994-11-16,M,1989,KNOWN,5,0,
X11064,1994-09-13,M,1989,KNOWN,5,0,
X11066,1989-09-09,F,1988,TOOTH,1,0,X03037 (ADULT   F)
X11066,1997-03-07,F,1988,TOOTH,9,2,"X12549 (COY   M), X12550 (COY   F)"
X11066,1997-08-28,F,1988,DERIVE,9,2,"X12549 (COY   M), X12550 (COY   F)"
X11066,1998-09-07,F,1988,DERIVE,10,0,
X11066,1999-03-04,F,1988,DERIVE,11,2,"S00126 (COY   U), S00127 (COY   U)"
X11066,1999-08-24,F,1988,DERIVE,11,0,
X11066,2000-09-08,F,1988,DERIVE,12,0,
X11066,2001-03-01,F,1988,DERIVE,13,2,"X19347 (COY   M), X19348 (COY   F)"
X11066,2001-09-15,F,1988,DERIVE,13,0,
X11069,1989-09-09,F,1981,TOOTH,8,0,
X11069,1991-09-05,F,1981,TOOTH,10,0,
X11069,1993-08-31,F,1981,DERIVE,12,1,X12015 (COY   F)
X11070,1989-03-11,M,1989,KNOWN,0,0,"X04818 (ADULT   F), X11071 (COY   M)"
X11071,1989-03-11,M,1989,KNOWN,0,0,"X04818 (ADULT   F), X11070 (COY   M)"
X11072,1989-03-18,M,1989,KNOWN,0,0,"X09001 (ADULT   F), X11073 (COY   F)"
X11072,1989-09-14,M,1989,KNOWN,0,0,"X09001 (ADULT   F), X11073 (COY   F)"
X11073,1989-03-18,F,1989,KNOWN,0,0,"X09001 (ADULT   F), X11072 (COY   M)"
X11073,1989-09-14,F,1989,KNOWN,0,0,"X09001 (ADULT   F), X11072 (COY   M)"
X11074,1989-11-12,F,1989,KNOWN,0,0,"X09304 (ADULT   F), X11075 (COY   M)"
X11074,1989-03-18,F,1989,KNOWN,0,0,"X09304 (ADULT   F), X11075 (COY   M)"
X11074,1989-09-18,F,1989,KNOWN,0,0,"X09304 (ADULT   F), X11075 (COY   M)"
X11074,1995-03-06,F,1989,KNOWN,6,2,"X12304 (COY   F), X12305 (COY   M)"
X11074,1996-09-12,F,1989,KNOWN,7,1,X12510 (COY   F)
X11075,1989-11-12,M,1989,KNOWN,0,0,"X09304 (ADULT   F), X11074 (COY   F)"
X11075,1989-03-18,M,1989,KNOWN,0,0,"X09304 (ADULT   F), X11074 (COY   F)"
X11075,1989-09-18,M,1989,KNOWN,0,0,"X09304 (ADULT   F), X11074 (COY   F)"
X11076,1989-10-21,M,1989,KNOWN,0,0,X10688 (ADULT   F)
X11076,1989-03-19,M,1989,KNOWN,0,0,"X10688 (ADULT   F), X11077 (COY   F)"
X11077,1989-03-19,F,1989,KNOWN,0,0,"X10688 (ADULT   F), X11076 (COY   M)"
X11078,1989-03-19,F,1989,KNOWN,0,0,"X10677 (ADULT   F), X11079 (COY   F)"
X11079,1989-03-19,F,1989,KNOWN,0,0,"X10677 (ADULT   F), X11078 (COY   F)"
X11082,1989-03-19,F,1989,KNOWN,0,0,X09513 (ADULT   F)
X11083,1989-03-21,M,1989,KNOWN,0,0,"X09293 (ADULT   F), X11084 (COY   F)"
X11084,1989-03-21,F,1989,KNOWN,0,0,"X09293 (ADULT   F), X11083 (COY   M)"
X11085,1989-03-21,M,1989,KNOWN,0,0,"X10255 (ADULT   F), X11086 (COY   M), X11087 (COY   M)"
X11086,1989-03-21,M,1989,KNOWN,0,0,"X10255 (ADULT   F), X11085 (COY   M), X11087 (COY   M)"
X11087,1989-03-21,M,1989,KNOWN,0,0,"X10255 (ADULT   F), X11085 (COY   M), X11086 (COY   M)"
X11088,1989-10-04,M,1989,KNOWN,0,0,"X10668 (ADULT   F), X11089 (COY   M)"
X11088,1989-03-21,M,1989,KNOWN,0,0,"X10668 (ADULT   F), X11089 (COY   M)"
X11089,1989-10-04,M,1989,KNOWN,0,0,"X10668 (ADULT   F), X11088 (COY   M)"
X11089,1989-03-21,M,1989,KNOWN,0,0,"X10668 (ADULT   F), X11088 (COY   M)"
X11090,1989-03-21,M,1989,KNOWN,0,0,"X10632 (ADULT   F), X11091 (COY   F)"
X11091,1989-03-21,F,1989,KNOWN,0,0,"X10632 (ADULT   F), X11090 (COY   M)"
X11091,1989-09-18,F,1989,KNOWN,0,0,X10632 (ADULT   F)
X11092,1989-03-21,M,1989,KNOWN,0,0,"X10537 (ADULT   F), X11093 (COY   M)"
X11093,1989-03-21,M,1989,KNOWN,0,0,"X10537 (ADULT   F), X11092 (COY   M)"
X11094,1989-03-22,M,1989,KNOWN,0,0,"X09227 (ADULT   F), X11095 (COY   M)"
X11095,1989-03-22,M,1989,KNOWN,0,0,"X09227 (ADULT   F), X11094 (COY   M)"
X11096,1989-03-22,F,1989,KNOWN,0,0,"X05668 (ADULT   F), X11097 (COY   F), X11098 (COY   F)"
X11097,1989-03-22,F,1989,KNOWN,0,0,"X05668 (ADULT   F), X11096 (COY   F), X11098 (COY   F)"
X11098,1989-03-22,F,1989,KNOWN,0,0,"X05668 (ADULT   F), X11096 (COY   F), X11097 (COY   F)"
X11099,1989-03-22,M,1989,KNOWN,0,0,"X10258 (ADULT   F), X11100 (COY   M)"
X11100,1989-03-22,M,1989,KNOWN,0,0,"X10258 (ADULT   F), X11099 (COY   M)"
X11101,1989-10-01,F,1981,TOOTH,8,2,"X11102 (COY   F), X11103 (COY   F)"
X11101,1989-03-23,F,1981,TOOTH,8,2,"X11102 (COY   F), X11103 (COY   F)"
X11101,1995-08-27,F,1981,DERIVE,14,1,X12348 (COY   F)
X11101,1998-11-27,F,1981,DERIVE,17,0,
X11101,1998-03-18,F,1981,DERIVE,17,2,"X12718 (COY   M), X12719 (COY   F)"
X11101,1998-09-04,F,1981,DERIVE,17,2,"X12718 (COY   M), X12719 (COY   F)"
X11101,2000-09-09,F,1981,DERIVE,19,0,
X11102,1989-10-01,F,1989,KNOWN,0,0,"X11101 (ADULT   F), X11103 (COY   F)"
X11102,1989-03-23,F,1989,KNOWN,0,0,"X11101 (ADULT   F), X11103 (COY   F)"
X11103,1989-10-01,F,1989,KNOWN,0,0,"X11101 (ADULT   F), X11102 (COY   F)"
X11103,1989-03-23,F,1989,KNOWN,0,0,"X11101 (ADULT   F), X11102 (COY   F)"
X11104,1989-03-25,M,1989,KNOWN,0,0,X10613 (ADULT   F)
X11104,1989-09-20,M,1989,KNOWN,0,0,X10613 (ADULT   F)
X11105,1989-10-07,M,1989,KNOWN,0,0,X02026 (ADULT   F)
X11105,1989-03-25,M,1989,KNOWN,0,0,"X02026 (ADULT   F), X11106 (COY   F), X11107 (COY   F)"
X11105,1998-08-31,M,1989,KNOWN,9,0,
X11106,1989-03-25,F,1989,KNOWN,0,0,"X02026 (ADULT   F), X11105 (COY   M), X11107 (COY   F)"
X11107,1989-03-25,F,1989,KNOWN,0,0,"X02026 (ADULT   F), X11105 (COY   M), X11106 (COY   F)"
X11109,1989-09-10,F,1983,TOOTH,6,0,
X11110,1989-09-10,F,1987,TOOTH,2,0,
X11110,1996-03-10,F,1987,TOOTH,9,2,"X12458 (COY   M), X12459 (COY   M)"
X11110,1996-09-07,F,1987,DERIVE,9,1,X12458 (COY   M)
X11110,1998-09-03,F,1987,DERIVE,11,0,
X11110,2000-09-04,F,1987,DERIVE,13,1,X19289 (COY   F)
X11111,1989-09-10,F,1986,TOOTH,3,0,
X11113,1989-09-10,M,1987,TOOTH,2,0,
X11117,1989-09-10,M,1989,KNOWN,0,0,X09017 (ADULT   F)
X11118,1989-09-11,M,1968,TOOTH,21,0,
X11120,1989-09-11,F,1982,TOOTH,7,0,
X11120,1990-08-23,F,1982,DERIVE,8,1,X11185 (COY   M)
X11120,1993-03-21,F,1982,TOOTH,11,2,"X11972 (COY   M), X11973 (COY   M)"
X11120,1994-08-21,F,1982,DERIVE,12,0,
X11120,1995-08-02,F,1982,DERIVE,13,2,"X11817 (COY   M), X11818 (COY   F)"
X11120,1995-08-28,F,1982,DERIVE,13,2,"X11817 (COY   M), X11818 (COY   F)"
X11121,1989-09-11,F,1983,TOOTH,6,0,
X11124,1989-09-12,F,1982,TOOTH,7,0,
X11124,1990-09-12,F,1982,TOOTH,8,0,
X11124,1991-10-26,F,1982,DERIVE,9,1,X11512 (COY   M)
X11124,1991-03-14,F,1982,DERIVE,9,2,"X11511 (COY   M), X11512 (COY   M)"
X11124,1994-09-03,F,1982,DERIVE,12,2,"X12230 (COY   M), X12231 (COY   F)"
X11124,1999-03-07,F,1982,DERIVE,17,2,"X19160 (COY   F), X19161 (COY   M)"
X11124,2002-09-10,F,1982,DERIVE,20,1,X19667 (COY   F)
X11124,2008-09-07,F,1982,DERIVE,26,0,
X11124,2009-03-15,F,1982,DERIVE,27,1,S00215 (COY   U)
X11125,1989-09-12,M,1988,TOOTH,1,0,X09931 (ADULT   F)
X11127,1989-09-14,F,1979,TOOTH,10,0,
X11127,1990-09-23,F,1979,TOOTH,11,1,X11479 (COY   F)
X11127,1995-03-14,F,1979,DERIVE,16,2,"X11806 (COY   F), X11807 (COY   F)"
X11127,1997-09-06,F,1979,DERIVE,18,2,"X12651 (COY   M), X12652 (COY   F)"
X11129,1989-09-14,F,1981,TOOTH,8,0,
X11130,1990-03-03,F,1963,APPROX,27,0,
X11132,1990-03-03,M,1990,KNOWN,0,0,X04498 (ADULT   F)
X11132,1990-09-12,M,1990,KNOWN,0,0,X04498 (ADULT   F)
X11135,1990-03-04,M,1990,KNOWN,0,0,"X03292 (ADULT   F), X11134 (COY   F)"
X11137,1990-03-04,M,1990,KNOWN,0,0,X05962 (ADULT   F)
X11137,1990-09-13,M,1990,KNOWN,0,0,X05962 (ADULT   F)
X11137,1993-10-21,M,1990,KNOWN,3,0,
X11137,1993-07-28,M,1990,KNOWN,3,0,
X11137,1995-11-02,M,1990,KNOWN,5,0,
X11137,1996-11-05,M,1990,KNOWN,6,0,
X11137,1996-07-23,M,1990,KNOWN,6,0,
X11137,1997-10-25,M,1990,KNOWN,7,0,
X11137,1997-11-13,M,1990,KNOWN,7,0,
X11137,1998-11-24,M,1990,KNOWN,8,0,
X11137,1998-11-04,M,1990,KNOWN,8,0,
X11137,2001-11-18,M,1990,KNOWN,11,0,
X11137,2002-08-17,M,1990,KNOWN,12,0,
X11137,2003-07-09,M,1990,KNOWN,13,0,
X11137,2003-09-05,M,1990,KNOWN,13,0,
X11137,2004-10-08,M,1990,KNOWN,14,0,
X11137,2004-09-26,M,1990,KNOWN,14,0,
X11143,1990-09-07,M,1983,TOOTH,7,0,
X11143,1995-09-01,M,1983,TOOTH,12,0,
X11143,2005-09-05,M,1983,DERIVE,22,0,
X11143,2006-09-14,M,1983,DERIVE,23,0,
X11145,1990-09-09,F,1988,TOOTH,2,0,
X11147,1990-09-09,M,1982,TOOTH,8,0,
X11147,1994-11-02,M,1982,TOOTH,12,0,
X11148,1990-09-09,U,1990,KNOWN,0,0,X11174 (ADULT   F)
X11148,1993-10-21,U,1990,KNOWN,3,0,
X11149,1990-09-09,M,1985,TOOTH,5,0,
X11149,1996-11-09,M,1985,TOOTH,11,0,
X11153,1989-08-05,F,1986,TOOTH,3,0,
X11153,1990-09-06,F,1986,TOOTH,4,0,
X11153,1991-09-03,F,1986,DERIVE,5,0,
X11153,1993-08-26,F,1986,DERIVE,7,0,
X11153,1994-09-17,F,1986,DERIVE,8,0,
X11153,1995-07-26,F,1986,DERIVE,9,0,
X11153,1999-08-29,F,1986,DERIVE,13,1,X19214 (YRLG   F)
X11153,2001-10-27,F,1986,DERIVE,15,1,X17138 (COY   F)
X11153,2001-09-26,F,1986,DERIVE,15,1,X17138 (COY   F)
X11153,2002-09-04,F,1986,DERIVE,16,0,
X11153,2003-09-05,F,1986,DERIVE,17,2,"X19724 (COY   M), X19725 (COY   M)"
X11153,2008-08-30,F,1986,DERIVE,22,2,"X33234 (COY   F), X33235 (COY   F)"
X11153,2009-09-12,F,1986,DERIVE,23,2,"X33234 (YRLG   F), X33235 (YRLG   F)"
X11153,2009-09-17,F,1986,DERIVE,23,2,"X33234 (YRLG   F), X33235 (YRLG   F)"
X11153,2010-08-31,F,1986,DERIVE,24,2,"X33234 (2YR   F), X33235 (2YR   F)"
X11156,1989-08-10,F,1983,TOOTH,6,1,X11157 (COY   F)
X11156,1989-08-31,F,1983,DERIVE,6,1,X11157 (COY   F)
X11156,1994-03-10,F,1983,TOOTH,11,2,"X12133 (COY   F), X12134 (COY   F)"
X11156,1998-03-16,F,1983,DERIVE,15,2,"X12710 (COY   M), X12711 (COY   F)"
X11156,1998-09-20,F,1983,DERIVE,15,2,"X12710 (COY   M), X12711 (COY   F)"
X11156,1999-09-15,F,1983,DERIVE,16,0,
X11156,2000-09-05,F,1983,DERIVE,17,1,S00145 (COY   U)
X11156,2001-09-01,F,1983,DERIVE,18,0,
X11156,2002-03-08,F,1983,DERIVE,19,2,"X19614 (COY   F), X19615 (COY   F)"
X11156,2003-10-01,F,1983,DERIVE,20,2,"S00183 (COY   U), S00184 (COY   U)"
X11156,2005-03-14,F,1983,DERIVE,22,2,"S00196 (COY   U), S00197 (COY   U)"
X11156,2005-09-02,F,1983,DERIVE,22,1,S00196 (COY   U)
X11158,1989-08-11,F,1979,TOOTH,10,2,"X11159 (YRLG   M), X11160 (YRLG   F)"
X11158,1989-09-04,F,1979,DERIVE,10,2,"X11159 (YRLG   M), X11160 (YRLG   F)"
X11158,1995-03-14,F,1979,TOOTH,16,2,"X12328 (COY   F), X12329 (COY   F)"
X11158,2003-11-23,F,1979,DERIVE,24,0,
X11161,1989-08-11,F,1980,TOOTH,9,1,X11162 (COY   M)
X11161,1989-09-02,F,1980,DERIVE,9,1,X11162 (COY   M)
X11161,1994-03-04,F,1980,TOOTH,14,3,"X12111 (COY   M), X12112 (COY   F), X12113 (COY   F)"
X11161,1994-08-30,F,1980,DERIVE,14,3,"X12111 (COY   M), X12112 (COY   F), X12113 (COY   F)"
X11167,1989-08-12,F,1980,TOOTH,9,1,X11168 (COY   U)
X11167,1989-09-03,F,1980,DERIVE,9,1,X11168 (COY   U)
X11167,1994-10-15,F,1980,DERIVE,14,2,"X17788 (YRLG   M), X17789 (YRLG   F)"
X11167,1994-08-17,F,1980,DERIVE,14,2,"X17788 (YRLG   M), X17789 (YRLG   F)"
X11167,1994-08-28,F,1980,DERIVE,14,2,"X17788 (YRLG   M), X17789 (YRLG   F)"
X11167,1997-09-05,F,1980,DERIVE,17,2,"X12638 (COY   M), X12639 (COY   F)"
X11167,2002-03-08,F,1980,DERIVE,22,1,X19617 (COY   F)
X11172,1989-10-07,F,1987,DERIVE,2,0,
X11172,1989-09-05,F,1987,TOOTH,2,0,
X11172,1990-11-07,F,1987,DERIVE,3,0,
X11172,1991-10-21,F,1987,DERIVE,4,0,
X11172,1993-10-27,F,1987,DERIVE,6,0,
X11172,1995-11-04,F,1987,DERIVE,8,0,
X11172,1995-03-14,F,1987,TOOTH,8,1,X12327 (COY   F)
X11172,1999-10-19,F,1987,DERIVE,12,1,X17160 (COY   F)
X11172,2003-09-06,F,1987,DERIVE,16,2,"X17289 (YRLG   F), X17290 (YRLG   M)"
X11174,1989-09-01,F,1984,TOOTH,5,0,
X11174,1990-11-17,F,1984,TOOTH,6,0,
X11174,1990-09-09,F,1984,TOOTH,6,1,X11148 (COY   U)
X11176,1989-10-17,M,1987,TOOTH,2,0,
X11176,1990-11-19,M,1987,DERIVE,3,0,
X11176,1992-11-16,M,1987,DERIVE,5,0,
X11176,1993-09-11,M,1987,TOOTH,6,0,
X11176,1995-09-01,M,1987,DERIVE,8,0,
X11176,1996-10-25,M,1987,DERIVE,9,0,
X11176,1997-09-25,M,1987,DERIVE,10,0,
X11177,1989-10-17,F,1987,TOOTH,2,0,
X11177,1989-11-07,F,1987,DERIVE,2,0,
X11178,1989-10-17,F,1986,TOOTH,3,0,
X11178,1990-08-10,F,1986,TOOTH,4,0,
X11178,1992-10-08,F,1986,DERIVE,6,1,X11768 (COY   M)
X11178,1992-03-20,F,1986,TOOTH,6,1,X11768 (COY   M)
X11178,1993-08-03,F,1986,DERIVE,7,0,
X11178,1995-08-04,F,1986,DERIVE,9,0,
X11178,1996-03-14,F,1986,DERIVE,10,2,"X11895 (COY   M), X11896 (COY   F)"
X11178,1999-10-30,F,1986,DERIVE,13,2,"X19147 (COY   F), X19149 (COY   F)"
X11178,1999-03-06,F,1986,DERIVE,13,3,"X19147 (COY   F), X19148 (COY   M), X19149 (COY   F)"
X11178,1999-09-02,F,1986,DERIVE,13,2,"X19147 (COY   F), X19149 (COY   F)"
X11178,2005-08-29,F,1986,DERIVE,19,0,
X11178,2007-11-07,F,1986,DERIVE,21,0,
X11178,2010-11-07,F,1986,DERIVE,24,1,X33411 (COY   F)
X11178,2010-09-23,F,1986,DERIVE,24,1,X33411 (COY   F)
X11180,1989-10-18,F,1987,TOOTH,2,0,
X11180,1989-10-23,F,1987,DERIVE,2,0,
X11180,1989-10-30,F,1987,DERIVE,2,0,
X11180,1990-11-13,F,1987,DERIVE,3,0,
X11180,1992-11-01,F,1987,DERIVE,5,0,
X11180,1995-11-08,F,1987,DERIVE,8,1,X11871 (COY   F)
X11180,1995-08-03,F,1987,DERIVE,8,1,X11871 (COY   F)
X11180,1996-11-01,F,1987,DERIVE,9,1,X11871 (YRLG-A   F)
X11180,1998-10-06,F,1987,DERIVE,11,1,X17033 (YRLG   F)
X11180,1998-09-04,F,1987,DERIVE,11,1,X17033 (YRLG   F)
X11180,1999-09-09,F,1987,DERIVE,12,1,X17033 (2YR   F)
X11180,2001-09-05,F,1987,DERIVE,14,1,X17130 (COY   M)
X11180,2002-10-10,F,1987,DERIVE,15,2,"X17130 (YRLG   M), X17131 (YRLG   M)"
X11180,2002-11-02,F,1987,DERIVE,15,2,"X17130 (YRLG   M), X17131 (YRLG   M)"
X11180,2002-08-29,F,1987,DERIVE,15,2,"X17130 (YRLG   M), X17131 (YRLG   M)"
X11180,2002-08-08,F,1987,DERIVE,15,2,"X17130 (YRLG   M), X17131 (YRLG   M)"
X11180,2002-09-06,F,1987,DERIVE,15,2,"X17130 (YRLG   M), X17131 (YRLG   M)"
X11183,1989-10-25,M,1987,TOOTH,2,0,
X11183,1989-11-09,M,1987,DERIVE,2,0,
X11183,1991-11-02,M,1987,TOOTH,4,0,
X11189,1990-08-25,F,1987,TOOTH,3,0,
X11189,1993-10-24,F,1987,TOOTH,6,0,
X11189,1993-11-06,F,1987,TOOTH,6,0,
X11194,1993-11-05,F,1993,KNOWN,0,0,"X10947 (ADULT   F), X11199 (COY   M)"
X11194,1993-08-07,F,1993,KNOWN,0,0,"X10947 (ADULT   F), X11198 (COY   M), X11199 (COY   M)"
X11194,1998-09-13,F,1993,KNOWN,5,0,
X11195,1993-07-29,F,1992,DER-1,1,0,"X05967 (ADULT   F), X11196 (YRLG   F), X11197 (YRLG   F)"
X11195,1999-08-31,F,1992,DER-1,7,0,
X11195,2001-03-02,F,1992,DER-1,9,2,"X19349 (COY   M), X19350 (COY   M)"
X11195,2002-08-27,F,1992,DER-1,10,2,"X19349 (YRLG   M), X19350 (YRLG   M)"
X11197,1993-07-29,F,1992,DER-1,1,0,"X05967 (ADULT   F), X11195 (YRLG   F), X11196 (YRLG   F)"
X11197,1994-11-04,F,1992,DER-1,2,0,
X11197,1994-08-29,F,1992,DER-1,2,0,
X11200,1989-10-03,M,1978,DERIVE,11,0,
X11200,1991-11-02,M,1978,TOOTH,13,0,
X11201,1989-10-04,F,1983,TOOTH,6,0,
X11201,1999-03-07,F,1983,DERIVE,16,2,"X19165 (COY   F), X19166 (COY   M)"
X11202,1989-10-04,F,1972,TOOTH,17,0,
X11203,1989-10-04,M,1976,APPROX,13,0,
X11203,1991-09-13,M,1976,DER-A,15,0,
X11203,1997-11-22,M,1976,DER-A,21,0,
X11204,1989-10-04,M,1989,KNOWN,0,0,"X09795 (ADULT   F), X11205 (COY   F)"
X11204,1993-11-01,M,1989,KNOWN,4,0,
X11204,1993-11-08,M,1989,KNOWN,4,0,
X11204,1993-09-13,M,1989,KNOWN,4,0,
X11205,1989-10-04,F,1989,KNOWN,0,0,"X09795 (ADULT   F), X11204 (COY   M)"
X11206,1989-10-04,M,1988,TOOTH,1,0,X09474 (ADULT   F)
X11206,1990-11-17,M,1988,TOOTH,2,0,
X11206,1990-11-05,M,1988,DERIVE,2,0,
X11208,1989-10-05,F,1989,KNOWN,0,0,"X09452 (ADULT   F), X11209 (COY   M)"
X11209,1989-10-05,M,1989,KNOWN,0,0,"X09452 (ADULT   F), X11208 (COY   F)"
X11211,1989-10-07,M,1987,TOOTH,2,0,
X11211,1989-11-04,M,1987,TOOTH,2,0,
X11213,1989-10-09,M,1987,TOOTH,2,0,
X11213,1990-09-12,M,1987,TOOTH,3,0,
X11214,1989-10-09,M,1986,TOOTH,3,0,
X11214,1991-10-12,M,1986,TOOTH,5,0,
X11214,1993-04-15,M,1986,TOOTH,7,0,
X11215,1989-10-09,M,1973,TOOTH,16,0,
X11216,1989-10-09,M,1986,TOOTH,3,0,
X11216,1989-11-01,M,1986,DERIVE,3,0,
X11216,1989-11-09,M,1986,DERIVE,3,0,
X11216,1991-11-02,M,1986,TOOTH,5,0,
X11218,1989-10-09,F,1989,KNOWN,0,0,"X10488 (ADULT   F), X11219 (COY   F)"
X11219,1989-10-09,F,1989,KNOWN,0,0,"X10488 (ADULT   F), X11218 (COY   F)"
X11221,1989-10-10,F,1987,TOOTH,2,0,
X11221,1996-09-17,F,1987,TOOTH,9,2,"X12541 (YRLG   F), X12542 (YRLG   F)"
X11221,1998-08-29,F,1987,DERIVE,11,0,
X11222,1989-10-10,F,1988,TOOTH,1,0,
X11222,1990-09-12,F,1988,TOOTH,2,0,
X11222,1994-03-10,F,1988,DERIVE,6,2,"X12128 (COY   M), X12129 (COY   F)"
X11222,2000-09-18,F,1988,DERIVE,12,2,"X19323 (COY   M), X19324 (COY   F)"
X11222,2006-09-19,F,1988,DERIVE,18,2,"X33148 (YRLG   M), X33149 (YRLG   F)"
X11223,1989-10-10,F,1988,TOOTH,1,0,
X11223,1990-08-26,F,1988,TOOTH,2,0,
X11223,1992-09-10,F,1988,TOOTH,4,0,
X11224,1989-10-10,M,1987,TOOTH,2,0,
X11224,1989-11-20,M,1987,DERIVE,2,0,
X11224,1993-10-15,M,1987,TOOTH,6,0,
X11224,1993-08-03,M,1987,DERIVE,6,0,
X11224,2004-09-11,M,1987,DERIVE,17,0,
X11225,1989-10-10,M,1987,TOOTH,2,0,
X11225,1990-09-12,M,1987,TOOTH,3,0,
X11226,1989-10-10,F,1987,TOOTH,2,0,
X11226,1990-09-12,F,1987,TOOTH,3,0,
X11226,1997-09-04,F,1987,DERIVE,10,1,X12635 (COY   M)
X11226,1998-09-05,F,1987,DERIVE,11,1,X12635 (YRLG   M)
X11226,2009-09-08,F,1987,DERIVE,22,1,X33061 (COY   F)
X11227,1989-10-10,M,1982,TOOTH,7,0,
X11230,1989-10-10,M,1989,KNOWN,0,0,X09517 (ADULT   F)
X11231,1990-03-04,M,1990,KNOWN,0,0,"X10778 (ADULT   F), X11232 (COY   M)"
X11231,1990-09-20,M,1990,KNOWN,0,0,"X10778 (ADULT   F), X11232 (COY   M)"
X11232,1990-03-04,M,1990,KNOWN,0,0,"X10778 (ADULT   F), X11231 (COY   M)"
X11232,1990-09-20,M,1990,KNOWN,0,0,"X10778 (ADULT   F), X11231 (COY   M)"
